2016,New Mexico ,NM ,35,"383,957","14,772","369,185","12,831",74,"12,757","5,921,818","123,025","5,798,793",6.48,12.01,6.37,3.34,0.5,3.46
2016,New York ,NY ,36,"1,889,444","116,553","1,772,891","175,103","15,088","160,015","66,217,518","7,076,896","59,140,622",2.85,1.65,3,9.27,12.95,9.03
2016,North Carolina ,NC ,37,"1,020,332","1,020,332",0,"96,979","96,979",0,"16,336,734","16,336,734",0,6.25,6.25,  ,9.5,9.5,  
2016,North Dakota ,ND ,38,"51,430","24,367","27,063","2,260",908,"1,352","790,118","475,971","314,147",6.51,5.12,8.61,4.39,3.73,5
2016,Ohio ,OH ,39,"2,264,119","186,142","2,077,977","113,356","15,273","98,083","42,450,656","4,351,835","38,098,821",5.33,4.28,5.45,5.01,8.21,4.72
2016,Oklahoma ,OK ,40,"407,959","407,959",0,"36,239","36,239",0,"5,613,835","5,613,835",0,7.27,7.27,  ,8.88,8.88,  
2016,Oregon ,OR ,41,"704,756","53,960","650,796","53,978","6,058","47,920","9,393,720","2,179,779","7,213,941",7.5,2.48,9.02,7.66,11.23,7.36
2016,Pennsylvania ,PA ,42,"1,769,160","26,518","1,742,642","149,346","3,603","145,743","32,241,293","1,226,722","31,014,571",5.49,2.16,5.62,8.44,13.59,8.36
2016,Rhode Island ,RI ,44,"131,337","2,986","128,351","7,769",56,"7,713","3,083,993","115,460","2,968,533",4.26,2.59,4.32,5.92,1.88,6.01
2016,South Carolina ,SC ,45,"235,451","39,360","196,091","15,174","2,372","12,802","4,144,813","1,040,945","3,103,868",5.68,3.78,6.32,6.44,6.03,6.53
2016,South Dakota ,SD ,46,"47,997","47,997",0,"3,470","3,470",0,"865,199","865,199",0,5.55,5.55,  ,7.23,7.23,  
2016,Tennessee ,TN ,47,"985,157","985,157",0,"47,987","47,987",0,"13,902,283","13,403,747","498,536",7.09,7.35,0,4.87,4.87,  
2016,Texas ,TX ,48,"1,194,263","57,814","1,136,449","53,258","1,870","51,388","31,782,109","3,317,796","28,464,313",3.76,1.74,3.99,4.46,3.23,4.52
2016,Utah ,UT ,49,"187,463","50,077","137,386","19,083","3,700","15,383","2,522,456","1,130,832","1,391,624",7.43,4.43,9.87,10.18,7.39,11.2
2016,Vermont ,VT ,50,"96,756","96,756",0,"12,947","12,947",0,"1,484,993","1,484,993",0,6.52,6.52,  ,13.38,13.38,  
2016,Virginia ,VA ,51,"563,348","82,943","480,405","63,706","33,176","30,530","10,059,292","1,634,212","8,425,080",5.6,5.08,5.7,11.31,40,6.36
2016,Washington ,WA ,53,"1,055,812","129,942","925,870","91,233","6,649","84,584","14,445,041","1,267,154","13,177,887",7.31,10.25,7.03,8.64,5.12,9.14
2016,West Virginia ,WV ,54,"438,013","146,192","291,821","18,811","9,137","9,674","9,538,614","3,331,830","6,206,784",4.59,4.39,4.7,4.29,6.25,3.32
2016,Wisconsin ,WI ,55,"841,568","839,108","2,460","107,348","106,735",613,"11,288,626","11,248,877","39,749",7.46,7.46,6.19,12.76,12.72,24.92
2016,Wyoming ,WY ,56,"31,755","31,755",0,"2,383","2,383",0,"449,333","449,333",0,7.07,7.07,  ,7.5,7.5,  
